Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Everything/matmul,1.3502863333959634,1.1352471112198137,1.5836369612627916,0.5166027023744023,0.4773110762815058,0.5541380164732501
Everything/forwardbad,2.135629816375433,1.9835745340867694,2.1782784115099623,0.1430969556362045,3.551289499907248e-2,0.2681958061015379
Everything/backwardbad,1.0551923127077802e-3,1.0261420849649963e-3,1.0958729321550516e-3,2.051263952984784e-4,1.6473543205892374e-4,2.7257451310358337e-4
NumClusters/matmul,11.177424687738247,9.434310233020751,13.831702931356544,2.985588614519109,0.10055508320940643,3.510774557572271
NumClusters/forwardbad,2.25244210987047,2.1497158256104503,2.379189923318892,0.22541186633942642,0.1365404355394495,0.3637130859566092
NumClusters/backwardbad,1.057029102627378e-3,1.0310487959908478e-3,1.09433183384675e-3,1.8921342407944932e-4,1.4907138419933142e-4,2.733204551943844e-4
ArrayReads/matmul,1.5577622447058046,1.3268997734611412,1.7854141088451783,0.5190333284851716,0.427042718275227,0.6007962874729096
ArrayReads/forwardbad,2.1982514686737473,2.115899636603832,2.2503309081844427,0.12966701743235057,7.756102769596677e-2,0.20867315297657577
ArrayReads/backwardbad,1.0745693357682164e-3,1.0450592265811754e-3,1.1180884700089406e-3,2.0659821377486248e-4,1.5098528876200906e-4,3.4589886646053583e-4
ArrayReadsWrites/matmul,1.5520527678653597,1.312849051866864,1.7645711547829666,0.5141306770637573,0.4200955129885183,0.5769996081933351
ArrayReadsWrites/forwardbad,2.159520071278085,2.0536919323524656,2.2132468016236717,0.15102593067790593,5.089549539671408e-2,0.23473463477861548
ArrayReadsWrites/backwardbad,1.058858740395056e-3,1.0281876056398946e-3,1.104298828022603e-3,2.1516486495026034e-4,1.680669828417058e-4,3.098210564486659e-4
IntermediateArrays/matmul,1.8815438792659256,1.8020228474261344,1.9491330888376235,0.1573562468716222,0.11099702118234331,0.23762538821961376
IntermediateArrays/forwardbad,2.1397595408185333,2.0392605143802283,2.202945425006698,0.1646028225684085,9.756754164913639e-2,0.27955646281115776
IntermediateArrays/backwardbad,1.342566624775104e-3,1.306561358672572e-3,1.4100863680135008e-3,2.8315918718603946e-4,1.7942888621475949e-4,4.4356949885908555e-4
FusedEdges/matmul,1.8097483036093143,1.7261518561346025,1.8555774865753982,0.13558004562001946,6.1419180163578946e-2,0.2379305821034696
FusedEdges/forwardbad,2.1523152658494737,2.0815238243628125,2.197059913302162,0.11889223327610768,6.680062576628132e-2,0.20214967991078375
FusedEdges/backwardbad,1.338251381054407e-3,1.3026872804275701e-3,1.3895123598019184e-3,2.585858168996678e-4,1.9478748208066435e-4,3.839086336209633e-4
GreedyUp/matmul,1.49913782838233,1.2772552717068815,1.6915842199231563,0.44618612146875203,0.34515717660218326,0.503435763209746
GreedyUp/forwardbad,2.119755043971352,2.0393467377343506,2.1672191670342227,0.13200222834579184,7.772362665274478e-2,0.20494500313499486
GreedyUp/backwardbad,1.3143907367389337e-3,1.2857562222436075e-3,1.3543731897805908e-3,2.085487623716435e-4,1.607039415702079e-4,2.880011890283828e-4
GreedyDown/matmul,1.9029468707813861,1.8094239767461178,1.9458241517784156,0.13594866879593942,7.086191990036372e-2,0.2396218440818592
GreedyDown/forwardbad,2.0907710299874513,2.020291554320154,2.125162175793583,0.10152349445910949,4.779829280982774e-2,0.16917958670872063
GreedyDown/backwardbad,1.3632174109589011e-3,1.320516651583929e-3,1.4423832089292341e-3,3.363860534582522e-4,2.2169706782569553e-4,6.117641965212207e-4
NoFusion/matmul,36.94635295214963,23.794245673023397,42.306299438642476,9.280767539952567,2.1448638993339664,12.378266187274532
NoFusion/forwardbad,23.082870092373923,13.966668136996304,30.377858369876776,9.946468428403195,7.626137228559429,11.8131826047403
NoFusion/backwardbad,1.2562148565046821e-3,1.2374307930216395e-3,1.2794919398975556e-3,1.1897057507418666e-4,9.208582341065748e-5,1.53156664048873e-4
